,Unnamed: 0,Unnamed: 0.1,title,abstract,affiliation_code,affiliation_name,affiliation_city,affiliation_country,category,average_length,polarity,subjectivity,passive_active,verb_ratio,noun_ratio,prof_ratio
118,120,120,Payload estimation using forcemyography sensors for control of upper-body exoskeleton in load carrying assistance," This paper presents a novel solution to measure conveniently and accurately carried payload in order to estimate the required assistance level. The payload is estimated using upper arm forcemyography (FMG) through a sensor band made of force sensitive resistors. The sensor band is worn on the upper arm and is able to measure the change of normal force applied due to muscle contraction. The readings of the sensor band are processed using support vector machine (SVM) regression technique to estimate the payload. The developed method was tested on human subjects, carrying a payload. Experiments were further conducted on an upper-body exoskeleton to provide the required assistance. The results show that the developed method is able to estimate the load carrying status, which can be used in exoskeleton control to provide effectively physical assistance needed.",60022134,Aalborg Universitet,Aalborg,Denmark,"['1712', '1706']",19.285714285714285,0.1326923076923077,0.3962454212454212,0,0.18,0.02,0.2585034013605442
119,121,121,Deep RNN framework for visual sequential applications,"Extracting temporal and representation features efficiently plays a pivotal role in understanding visual sequence information. To deal with this, we propose a new recurrent neural framework that can be stacked deep effectively. There are mainly two novel designs in our deep RNN framework: one is a new RNN module called Context Bridge Module (CBM) which splits the information flowing along the sequence (temporal direction) and along depth (spatial representation direction), making it easier to train when building deep by balancing these two directions; the other is the Overlap Coherence Training Scheme that reduces the training complexity for long visual sequential tasks on account of the limitation of computing resources. We provide empirical evidence to show that our deep RNN framework is easy to optimize and can gain accuracy from the increased depth on several visual sequence problems. On these tasks, we evaluate our deep RNN framework with 15 layers, 7× than conventional RNN networks, but it is still easy to train. Our deep framework achieves more than 11% relative improvements over shallow RNN models on Kinetics, UCF-101, and HMDB-51 for video classification. For auxiliary annotation, after replacing the shallow RNN part of Polygon-RNN with our 15-layer deep CBM, the performance improves by 14.7%. For video future prediction, our deep RNN improves the state-of-the-art shallow model's performance by 2.4% on PSNR and SSIM.",60025084,Shanghai Jiao Tong University,Shanghai,China,"['1712', '1707']",27.75,0.05821391252425736,0.3815942678011643,1,0.1076923076923077,0.08076923076923077,0.3492063492063492
120,122,122,Free convection of a hybrid nanofluid past a vertical plate embedded in a porous medium with anisotropic permeability,"Purpose: This study aims to carry out an analysis for flow and heat transfer of a new hybrid nanofluid over a vertical flat surface embedded in a saturated porous medium with anisotropic permeability at high Rayleigh number. Here the hybrid nanofluid is considered as the working fluid, with different kinds of small particles in nanoscale being suspended. Design/methodology/approach: The generalized homogenous model is introduced to describe the behaviors of hybrid nanofluid. Within the framework of the boundary layer approximations, the governing equations embodying the conservation equations of total mass, momentum and thermal energy are reduced to a set of fully coupled ordinary differential equations via relevant scaling transformations. A flow stability analysis is performed to examine the behavior of convective heat energy. Accurate solutions are obtained by means of a very efficient homotopy-based package BVPh 2.0. Findings: Results show that the linear correlations of physical quantities among the base fluid and its suspended nanoparticles are adequate to give accurate results for simulation of behaviors of hybrid nanofluids. Heat enhancement can be also fulfilled by hybrid nanofluids. A flow stability analysis suggests the heat-related power index m > −1/3 for satisfying the increasing behavior of convective heat energy. Originality/value: Free convection of a hybrid nanofluid near a vertical flat surface embedded in a saturated porous medium with anisotropic permeability is investigated for the first time. The simplified hybrid nanofluid model is proposed for describing nanofluid behaviors. The results of this proposed approach agree well with those given by the traditional hybrid nanofluid model and experiment. It is expected that, by using different combinations of various kinds of nanoparticles, the new generation of heat transfer fluids can be fabricated, which possess similar thermal-physical properties as regular nanofluids but with lower cost.",60025084,Shanghai Jiao Tong University,Shanghai,China,['1706'],22.23076923076923,0.06779519331243469,0.4862829124898092,1,0.12345679012345678,0.006172839506172839,0.2948717948717949
121,123,123,Robustness verification of classification deep neural networks via linear programming,"There is a pressing need to verify robustness of classification deep neural networks (CDNNs) as they are embedded in many safety-critical applications. Existing robustness verification approaches rely on computing the over-approximation of the output set, and can hardly scale up to practical CDNNs, as the result of error accumulation accompanied with approximation. In this paper, we develop a novel method for robustness verification of CDNNs with sigmoid activation functions. It converts the robustness verification problem into an equivalent problem of inspecting the most suspected point in the input region which constitutes a nonlinear optimization problem. To make it amenable, by relaxing the nonlinear constraints into the linear inclusions, it is further refined as a linear programming problem. We conduct comparison experiments on a few CDNNs trained for classifying images in some state-of-the-art benchmarks, showing our advantages of precision and scalability that enable effective verification of practical CDNNs.",60103821,Zhejiang Sci-Tech University,Hangzhou,China,"['1712', '1707']",24.5,0.16354166666666664,0.4927083333333333,1,0.12280701754385964,0.0,0.2981366459627329
122,124,124,Triangulation learning network: From monocular to stereo 3D object detection,"In this paper, we study the problem of 3D object detection from stereo images, in which the key challenge is how to effectively utilize stereo information. Different from previous methods using pixel-level depth maps, we propose to employ 3D anchors to explicitly construct object-level correspondences between the regions of interest in stereo images, from which the deep neural network learns to detect and triangulate the targeted object in 3D space. We also introduce a cost-efficient channel reweighting strategy that enhances representational features and weakens noisy signals to facilitate the learning process. All of these are flexibly integrated into a solid baseline detector that inputs monocular images. We demonstrate that both the monocular baseline and the stereo triangulation learning network outperform the prior state-of-the-arts in 3D object detection and localization on the challenging KITTI dataset.",60098464,Microsoft Research Asia,Beijing,China,"['1712', '1707']",26.8,0.11666666666666667,0.5083333333333333,1,0.12258064516129032,0.01935483870967742,0.3076923076923077
123,125,125,Structureflow: Image inpainting via structure-aware appearance flow,"Image inpainting techniques have shown significant improvements by using deep neural networks recently. However, most of them may either fail to reconstruct reasonable structures or restore fine-grained textures. In order to solve this problem, in this paper, we propose a two-stage model which splits the inpainting task into two parts: Structure reconstruction and texture generation. In the first stage, edge-preserved smooth images are employed to train a structure reconstructor which completes the missing structures of the inputs. In the second stage, based on the reconstructed structures, a texture generator using appearance flow is designed to yield image details. Experiments on multiple publicly available datasets show the superior performance of the proposed network.",60014966,Peking University,Beijing,China,"['1712', '1707']",18.666666666666668,0.16346153846153846,0.3929487179487179,1,0.16030534351145037,0.0,0.336
124,126,126,A pattern-based mining system for exploring displacement field time series,"This paper presents the first available system for mining patterns from Displacement Field Time Series (DFTS) along with the confidence measures inherent to these series. It consists of four main modules for data preprocessing, pattern extraction, pattern ranking and pattern visualization. It is based on an efficient extraction of reliable grouped frequent sequential patterns and on swap randomization. It can be for example used to assess climate change impacts on glacier dynamics.",60016253,Institut National des Sciences Appliquées de Lyon,Villeurbanne,France,"['1706', '1712']",18.0,0.22916666666666666,0.3416666666666667,1,0.0875,0.0625,0.325
125,127,127,A systematic literature review in enterprise architecture for railway supply chain of Malaysia transportation industry,"Systematic literature review is a clearly stated scientific research method designed to answer a specific research question. Systematic literature review in Enterprise Architecture (EA) for Railway Supply Chain (RSC), involves a comprehensive search for encountering the 4th Industrial Revolution (IR 4.0). Yet, the research on the domain of knowledge, methodology point of view, ontology point of view and epistemology point of view in EA for RSC is still inadequate. Therefore, this research planned to identify the current domain of knowledge, contribute comprehensive paradigm on the IR 4.0, data value and future action for decision making utilize by decision makers in EA for RSC. We utilize divergent keywords to compile the raw information based on articles published in Scopus, ScienceDirect, Emerald and Google Scholars about the field concerning EA for RSC. The information was analysis by utilizing Microsoft Excel. The outcome of the systematic literature review will provide high-level technology guidelines and best practice technology used in EA for RSC on producing high-integrated infrastructure flow and transition stages in performance for business growth. Furthermore, it will become a research paradigm map for future researchers, academicians, students and technology professionals in the related field of study.",60078086,Universiti Teknikal Malaysia Melaka,Malacca,Malaysia,"['1712', '1708', '1705', '1702']",24.25,0.1076923076923077,0.2688746438746439,1,0.09821428571428571,0.11160714285714286,0.35
126,128,128,Multimode remotely sensed intelligent information and target recognition: Physical intelligence in microwave vision," All rights reserved.The development of multimode high-resolution synthetic aperture radar poses new challenges to information perception and feature extraction of the space, ground, sea, and environment targets. The intersection of spatial remote sensing big data and artificial intelligence information technology is a new scientific research domain and major application area in automatic target recognition. We emphasize that research on artificial intelligence information technology needs to be conducted under the physical background of the interaction between electromagnetic waves and targets, i.e., physical intelligence, to develop microwave vision of information perception on the electromagnetic spectrum that cannot be recognized by human eyes. This study is based on a report presented to the editorial board of Journal of Radars and at the Fifth Young Scientists Forum on August 14, 2019.",60009860,Fudan University,Shanghai,China,['1711'],32.0,-0.07861570247933884,0.4086186540731995,0,0.0763888888888889,0.041666666666666664,0.26618705035971224
127,129,129,An automatic illustration recommendation system,"Attractive illustrations in the article usually can draw readers' attention quickly. Traditionally, illustrations are found by editors manually. Such a manual method is so inefficient that it hurts productivity. In this paper, we propose and demonstrate an automatic illustration recommendation system, called SmartBot, which can understand articles automatically and assist editors to find appropriate illustrations. The whole system consists of two phases: the offline phase and the online phase. In the offline phase, we extract semantic features, including text features and deep features, for one specific image. In the online phase, we propose a two-stage recommendation model. The first stage focuses on fast retrieval with text features, and the second stage re-ranks retrieved candidates with the deep similarity scores to get the most appropriate illustrations. To verify the capability of our system, we use a real-world dataset to do our experiments. The experimental results show that the SmartBot performs well and obtains an average acceptation rate of 81.48%.",60009860,Fudan University,Shanghai,China,"['1706', '1712']",15.8,0.16562500000000002,0.44114583333333335,1,0.12299465240641712,0.016042780748663103,0.35911602209944754
128,130,130,Slim densepose: Thrifty learning from sparse annotations and motion cues,"DensePose supersedes traditional landmark detectors by densely mapping image pixels to body surface coordinates. This power, however, comes at a greatly increased annotation cost, as supervising the model requires to manually label hundreds of points per pose instance. In this work, we thus seek methods to significantly slim down the DensePose annotations, proposing more efficient data collection strategies. In particular, we demonstrate that if annotations are collected in video frames, their efficacy can be multiplied for free by using motion cues. To explore this idea, we introduce DensePose-Track, a dataset of videos where selected frames are annotated in the traditional DensePose manner. Then, building on geometric properties of the DensePose mapping, we use the video dynamic to propagate ground-truth annotations in time as well as to learn from Siamese equivariance constraints. Having performed exhaustive empirical evaluation of various data annotation and learning strategies, we demonstrate that doing so can deliver significantly improved pose estimation results over strong baselines. However, despite what is suggested by some recent works, we show that merely synthesizing motion patterns by applying geometric transformations to isolated frames is significantly less effective, and that motion cues help much more when they are extracted from videos.",60026851,University of Oxford,Oxford,United Kingdom,"['1712', '1707']",24.75,0.1904320987654321,0.5299382716049383,1,0.16,0.02666666666666667,0.34841628959276016
129,131,131,Rules of the road: Predicting driving behavior with a convolutional model of semantic interactions,"We focus on the problem of predicting future states of entities in complex, real-world driving scenarios. Previous research has approached this problem via low-level signals to predict short time horizons, and has not addressed how to leverage key assets relied upon heavily by industry self-driving systems: (1) large 3D perception efforts which provide highly accurate 3D states of agents with rich attributes, and (2) detailed and accurate semantic maps of the environment (lanes, traffic lights, crosswalks, etc). We present a unified representation which encodes such high-level semantic information in a spatial grid, allowing the use of deep convolutional models to fuse complex scene context. This enables learning entity-entity and entity-environment interactions with simple, feed-forward computations in each timestep within an overall temporal model of an agent's behavior. We propose different ways of modelling the future as a {em distribution} over future states using standard supervised learning. We introduce a novel dataset providing industry-grade rich perception and semantic inputs, and empirically show we can effectively learn fundamentals of driving behavior.",60031581,California Institute of Technology,Pasadena,United States,"['1712', '1707']",28.16666666666667,0.0459047619047619,0.4337619047619048,1,0.11904761904761904,0.0,0.4072164948453608
130,132,132,Conceptual model for the external factors affecting project performance using pestle factors," All rights reserved.The construction projects parties seek to successfully accomplish projects on schedule, within the budget, with high quality and in a safe manner and environmental limits. However, the execution of construction projects is subjected to several constraints and risks that limit their start or progression operations, which regularly have a significant negative impact on overall projects performance. Most research only considered the internal factors affecting the project performance and overlooked the external factors in spite of their importance. The aim of this research is to investigate the external factors effect on project performance. The literature is reviewed and found that most external factors can be represented by PESTLE factors. Consequently, this research provides a conceptual model for the PESTLE factors effect on project performance in terms of time, cost, and quality. External factors are unpredictable and may generate effects that cannot be easily remedied without significant losses; therefore, it’s more important to investigate their effects on construction project performance. Understanding the effect of these factors is key for nations to manage risks, control outlays, exploit and benefit from opportunities.",60090656,Universiti Tun Hussein Onn Malaysia,Batu Pahat,Malaysia,['1700'],22.625,0.18303030303030307,0.4977389277389277,0,0.12254901960784313,0.00980392156862745,0.2871287128712871
131,133,133,Visual query answering by entity-attribute graph matching and reasoning,"Visual Query Answering (VQA) is of great significance in offering people convenience: one can raise a question for details of objects, or high-level understanding about the scene, over an image. This paper proposes a novel method to address the VQA problem. In contrast to prior works, our method that targets single scene VQA, replies on graph-based techniques and involves reasoning. In a nutshell, our approach is centered on three graphs. The first graph, referred to as inference graph G I, is constructed via learning over labeled data. The other two graphs, referred to as query graph Q and entity-attribute graph EAG, are generated from natural language query NLQ and image Img, that are issued from users, respectively. As EAG often does not take sufficient information to answer Q, we develop techniques to infer missing information of EAG with G I. Based on EAG and Q, we provide techniques to find matches of Q in EAG, as the answer of NLQ in Img. Unlike commonly used VQA methods that are based on end-to-end neural networks, our graph-based method shows well-designed reasoning capability, and thus is highly interpretable. We also create a dataset on soccer match (Soccer-VQA) with rich annotations. The experimental results show that our approach outperforms the state-of-the-art method and has high potential for future investigation.",60010421,Southwest Jiaotong University,Chengdu,China,"['1712', '1707']",19.63636363636364,0.07803571428571428,0.3798511904761905,1,0.12267657992565056,0.05947955390334572,0.3588709677419355
132,134,134,A decision support framework for autoML Systems: A meta-learning approach,"In general, the process of building a high-quality machine learning model is an iterative, complex and timeconsuming process that involves exploring the performance of various machine learning algorithms in addition to having a good understanding and experience with effectively tuning their hyper-parameters. In practice, conducting this process efficiently requires solid knowledge and experience with the various techniques that can be employed. With the continuous and vast increase of the amount of data in our digital world, it has been acknowledged that the number of knowledgeable data scientists can not scale to address these challenges. Thus, there is a crucial need for automating the process of Combined Algorithm Selection and Hyper-parameter tuning (CASH) in the machine learning domain. Recently, several systems (e.g., AutoWeka, AutoSKLearn, SmartML) have been introduced to tackle this challenge with the main aim of reducing the role of human in the loop and filling the gap for non-expert machine learning users by playing the role of the data scientist. Meta-Learning is described as the process of learning from previous experience gained during applying various learning algorithms on different types of data, and hence reducing the needed time to learn new tasks. In the context of the Automated Machine Learning (AutoML) process, one main advantage of meta-learning techniques is that they allow hand-engineered algorithms to be replaced with novel automated methods which are designed in a data-driven way. In this paper, we present a methodology and framework for using Meta-Learning techniques to develop new methods that serve as an effective decision support for the AutoML process. In particular, we use Meta-Learning techniques to answer several crucial questions for the AutoML process including: 1) Which classifiers are expected to be the best performing on a given dataset? 2) Can we predict the training time of a classifier? 3) Which classifiers are worth investing a larger portion of the time budget to improve their performance by tuning them? In our Meta-Learning process, we used 200 datasets with different characteristics on a wide set of metafeatures. In addition, we used 30 classifiers from two popular machine learning libraries, namely, Weka and Scikit-learn. Our results and Meta-Models have been obtained in a fully automated way. The methodology and results of our framework can be easily embeded/utilized by any AutoML system.",60068856,University of Tartu,Tartu,Estonia,"['1706', '1712']",31.41666666666667,0.1371685606060606,0.453409090909091,1,0.1297539149888143,0.053691275167785234,0.3341288782816229
133,135,135,Prototype propagation clustering based on large margin,"The idea of the prototype is important in clustering analysis. The main idea of prototype clustering is representing clusters by the compact model in the form of a set of prototypes and using the prototypes to guide the assignment of instances in the data set. Based on the idea of prototype clustering, a number of clustering algorithms have been proposed. However, most of the prototype-based algorithms focus on discovering prototypes, while the assignment step is simply handled by assigning each instance to its nearest prototype. Due to the low representability for the instances being far away from any prototypes, the nearest neighbor method may bring many mistakes. To handle this problem, in this paper, we draw large margin theory into the assignment step and propose a prototype propagation clustering algorithm. which gradually assigns the instances to the clusters. During the assignment process, the prototypes, clusters and the margin of instances are dynamically updated to guarantee sufficient representability of an instance's prototype. Visible experiments on four two-dimensional data sets are conducted to show the working mechanism of the proposed assignment method. Experimental analyses on benchmark data sets illustrate the superior clustering performance of the proposed clustering algorithm comparing with other five representative algorithms.",60002222,Shanxi University,Taiyuan,China,"['1706', '1712']",20.2,0.17930402930402928,0.5053113553113554,1,0.13333333333333333,0.008888888888888889,0.2669683257918552
134,136,136,A comparative study on video streaming techniques,". All rights reserved.Video streaming is unlike downloading that will allow any user to watch videos or movies i.e. without being the requirement to download the whole file. The advents of computers and integrated circuits have led to the concept of video streaming. This paper presents the concepts of video streaming and various techniques that will enable the viewers to have a satisfactory quality in watching any video, also the issues we face in video streaming.",60114195,Karpagam College of Engineering,Coimbatore,India,['1700'],15.2,0.1,0.45,1,0.14634146341463414,0.0,0.2962962962962963
135,137,137,Development of franchising in Indonesia through protection in PP No. 42 of 2007 concerning franchising facing the asian economic community (MEA) in Indonesia's growth efforts," All rights reserved.The development of franchises in Indonesia is very fast starting from large scale to small scale, namely patents, brands, brands and trade secrets. In this paper I will examine the franchise development in Indonesia in relation to Law No. 14 of 2001 concerning Patents; this study uses an empirical normative judicial approach. Normative juridical reference to the principles, national and international legal norms, by reviewing data libraries or secondary data consisting of primary, secondary, tertiary legal materials. And use descriptive analysis research specifications. The empirical factor is the effectiveness of implementing statutory provisions to achieve its objectives.",60106643,Universitas Widyatama,Bandung,Indonesia,['1700'],16.666666666666664,0.052023809523809535,0.28404761904761905,0,0.09482758620689655,0.034482758620689655,0.37168141592920356
136,138,138,On zero-shot recognition of generic objects,"Many recent advances in computer vision are the results of a healthy competition among researchers on high quality, task-specific, benchmarks. After a decade of active research, zero-shot learning (ZSL) models accuracy on the Imagenet benchmark remains far too low to be considered for practical object recognition applications. In this paper, we argue that the main reason behind this apparent lack of progress is the poor quality of this benchmark. We highlight major structural flaws of the current benchmark and analyze different factors impacting the accuracy of ZSL models. We show that the actual classification accuracy of existing ZSL models is significantly higher than was previously thought as we account for these flaws. We then introduce the notion of structural bias specific to ZSL datasets. We discuss how the presence of this new form of bias allows for a trivial solution to the standard benchmark and conclude on the need for a new benchmark. We then detail the semi-automated construction of a new benchmark to address these flaws.",60011418,Kobe University,Kobe,Japan,"['1712', '1707']",20.875,0.04992079889807163,0.4285743801652893,1,0.0855614973262032,0.0213903743315508,0.287292817679558
137,139,139,Application of deep learning to pre-processing of cousumer's eye tracking data in supermarket,"The purpose of this study is to automate pre-processing of eye tracking data. In an investigation with eye tracking in a field such as supermarket, pre-processing of data has enormous cost. This is because it is very difficult to map consumer's gaze points to certain snapshot due to her/his movement. This study uses deep learning for automating pre-processing of eye tracking data. General object recognition using deep learning can classify an image into various classes. The proposed method attempts to classify fixated object of consumer into three classes, product, promotion and etc., based on the result of general object recognition. This paper discusses the applicability of proposed method through cross validation using eye tracking data preprocessed manually.",60027625,Kansai University,Suita,Japan,"['1706', '1712']",16.714285714285715,-0.04188311688311688,0.5133116883116884,1,0.11594202898550725,0.0,0.3178294573643411
138,140,140,Structured pruning of neural networks with budget-aware regularization,"Pruning methods have shown to be effective at reducing the size of deep neural networks while keeping accuracy almost intact. Among the most effective methods are those that prune a network while training it with a sparsity prior loss and learnable dropout parameters. A shortcoming of these approaches however is that neither the size nor the inference speed of the pruned network can be controlled directly; yet this is a key feature for targeting deployment of CNNs on low-power hardware. To overcome this, we introduce a budgeted regularized pruning framework for deep CNNs. Our approach naturally fits into traditional neural network training as it consists of a learnable masking layer, a novel budget-aware objective function, and the use of knowledge distillation. We also provide insights on how to prune a residual network and how this can lead to new architectures. Experimental results reveal that CNNs pruned with our method are more accurate and less compute-hungry than state-of-the-art methods. Also, our approach is more effective at preventing accuracy collapse in case of severe pruning; this allows pruning factors of up to 16x without significant accuracy drop.",60011832,Université de Sherbrooke,Sherbrooke,Canada,"['1712', '1707']",23.125,0.2286682615629985,0.5147129186602871,1,0.10900473933649289,0.0,0.25125628140703515
139,141,141,Learn from others: Review on companies with sustainable going concern issue audit opinion (study on manufacturing company listed on Indonesia stock exchange at the period of 2009 – 2011 and 2012-2017)," All rights reserved.The purpose of the study was to measure the influence of auditor’s reputation, company’s financial condition, previous audit opinion, and company growth on the possibility of getting audit opinion with going concern issue and then review the company with the most influencing factor. Method used was descriptive method and the correlation research approach. The sample selected was 17 manufacturing company for the 3 year periods of observation (2009 – 2011). The result showed that only previous audit opinion had a significant influence toward the possibility of getting audit opinion with going concern issue. We then reviewed the companies’ financial statements, which had going-concern issue audit opinion for the 5 periods after (2012 – 2017).",60106643,Universitas Widyatama,Bandung,Indonesia,['1700'],23.4,0.0773809523809524,0.38690476190476186,0,0.0948905109489051,0.0072992700729927005,0.291044776119403
140,142,142,Soft labels for ordinal regression,"Ordinal regression attempts to solve classification problems in which categories are not independent, but rather follow a natural order. It is crucial to classify each class correctly while learning adequate interclass ordinal relationships. We present a simple and effective method that constrains these relationships among categories by seamlessly incorporating metric penalties into ground truth label representations. This encoding allows deep neural networks to automatically learn intraclass and interclass relationships without any explicit modification of the network architecture. Our method converts data labels into soft probability distributions that pair well with common categorical loss functions such as cross-entropy. We show that this approach is effective by using off-the-shelf classification and segmentation networks in four wildly different scenarios: image quality ranking, age estimation, horizon line regression, and monocular depth estimation. We demonstrate that our general-purpose method is very competitive with respect to specialized approaches, and adapts well to a variety of different network architectures and metrics.",60107879,HP Inc.,Bengaluru,India,"['1712', '1707']",22.0,0.10833333333333332,0.44784226190476173,1,0.09142857142857143,0.0,0.2994011976047904
141,143,143,Proposal of psychotherapy system using facial expression recognition method,". All rights reserved.Recent technology trends in IT are shifting from device-centered to user-centered. Furthermore, human vision plays a significant role to recognize objects and situations, and computers and robots need methods to evaluate and analyze complex human emotions. Yet, one of the serious and well-known social issues is that although lots of modern people feel stressed and psychological anxiety in a workplace, home, etc., they are afraid of expressing their emotions. Hiding emotions or failing to release stress can cause more serious medical issues. For this reason, this research focused on developing the system of recognizing facial expressions to provide psychological diagnosis and treatment. In this research, we developed a facial recognition system for psychotherapy robots. The YCbCr color model was used for image pre-processing, and face detection was performed by the Haar-like feature. For the facial images detected, principal components analysis (PCA) was used to recognize the expressions of the seven basic emotions: expressionless, happy, sad, fearful, disgusted, surprised, and angry. According to the categorized facial emotions, the picture related to psychotherapy was successfully presented.",60029274,Daegu University,Gyeongsan,South Korea,['1700'],17.7,-0.05956790123456791,0.4611111111111111,1,0.1415525114155251,0.0136986301369863,0.3737864077669903
142,144,144,Lending orientation to neural networks for cross-view geo-localization,"This paper studies image-based geo-localization (IBL) problem using ground-to-aerial cross-view matching. The goal is to predict the spatial location of a ground-level query image by matching it to a large geotagged aerial image database (e.g., satellite imagery). This is a challenging task due to the drastic differences in their viewpoints and visual appearances. Existing deep learning methods for this problem have been focused on maximizing feature similarity between spatially close-by image pairs, while minimizing other images pairs which are far apart. They do so by deep feature embedding based on visual appearance in those ground-and-aerial images. However, in everyday life, humans commonly use orientation information as an important cue for the task of spatial localization. Inspired by this insight, this paper proposes a novel method which endows deep neural networks with the 'commonsense' of orientation. Given a ground-level spherical panoramic image as query input (and a large georeferenced satellite image database), we design a Siamese network which explicitly encodes the orientation (i.e., spherical directions) of each pixel of the images. Our method significantly boosts the discriminative power of the learned deep features, leading to a much higher recall and precision outperforming all previous methods. Our network is also more compact using only 1/5th number of parameters than a previously best-performing network. To evaluate the generalization of our method, we also created a large-scale cross-view localization benchmark containing 100K geotagged ground-aerial pairs covering a city. Our codes and datasets are available at https://github.com/Liumouliu/OriCNN.",60108693,Australian Centre for Robotic Vision,Brisbane,Australia,"['1712', '1707']",20.166666666666668,0.08501082251082251,0.4961580086580086,1,0.09602649006622517,0.006622516556291391,0.3722627737226277
143,145,145,Language-driven temporal activity localization: A semantic matching reinforcement learning model,"Current studies on action detection in untrimmed videos are mostly designed for action classes, where an action is described at word level such as jumping, tumbling, swing, etc. This paper focuses on a rarely investigated problem of localizing an activity via a sentence query which would be more challenging and practical. Considering that current methods are generally time-consuming due to the dense frame-processing manner, we propose a recurrent neural network based reinforcement learning model which selectively observes a sequence of frames and associates the given sentence with video content in a matching-based manner. However, directly matching sentences with video content performs poorly due to the large visual-semantic discrepancy. Thus, we extend the method to a semantic matching reinforcement learning (SM-RL) model by extracting semantic concepts of videos and then fusing them with global context features. Extensive experiments on three benchmark datasets, TACoS, Charades-STA and DiDeMo, show that our method achieves the state-of-the-art performance with a high detection speed, demonstrating both effectiveness and efficiency of our method.",60019499,Chinese Academy of Sciences,Beijing,China,"['1712', '1707']",27.66666666666667,0.13190476190476189,0.41399470899470897,1,0.11330049261083744,0.019704433497536946,0.31891891891891894
144,146,146,Optimal Path-Planning of Nonholonomic Terrain Robots for Dynamic Obstacle Avoidance Using Single-Time Velocity Estimator and Reinforcement Learning Approach,"A single-Time velocity estimator-based reinforcement learning (RL) algorithm, integrated with a chaotic metaheuristic optimization technique is proposed in this article for the optimal path-planning of the nonholonomic robots considering a moving/stationary obstacle avoidance strategy. The additional contribution of the present study is by employing the Terramechanics principles to incorporate the effects of wheel sinkage into the deformable terrain on the dynamics of the robot aiming to find the optimal compensating force/torque magnitude to sustain a robust and smooth motion. The designed systematic control-oriented system incorporates a cost function of weighted components associated with the target-Tracking and the obstacle avoidance. The designed velocity estimator contributes to the finite-state Markov decision process (MDP) in order to train the transition probabilities of the problem objectives. Based on the obtained results, the optimal solution for the Q-learning in terms of the adjusting factor for the minimized tracking error and obstacle collision risk propagation profiles is found at 0.22. The results further confirm the promising capacity of the proposed optimization-based RL algorithm for the collision avoidance control of the nonholonomic robots on deformable terrains.",60016835,Beijing Institute of Technology,Beijing,China,['1700'],29.83333333333333,0.15000000000000002,0.375,1,0.12322274881516587,0.023696682464454975,0.2774869109947644
145,147,147,Automated feature enhancement for predictive modeling using external knowledge,"Supervised machine learning is the task of learning a function that maps features to a target. The strength of that function or the model depends directly on the features provided to the learning algorithm. Specifically, a crucial means of improving the model quality is to add new predictive features. This is often performed by domain specialists or data scientists. It is a hard and time-consuming task because the domain expert needs to identify data sources for new features, join them, and then select those that actually are relevant to the prediction. We present a new system called KAFE (Knowledge Aided Feature Engineering), an interactive predictive modeling system that automatically utilizes structured knowledge present on the web to perform feature addition to improve the accuracy of predictive models. In this proposal, we describe the key techniques such as feature inference and selection, relevant data indexing, and demonstrate its use through an interactive Jupyter notebook.",60014313,University of Massachusetts Amherst,Amherst MA,United States,"['1706', '1712']",21.857142857142854,0.07826340326340328,0.5157925407925408,1,0.13450292397660818,0.029239766081871343,0.2603550295857988
146,148,148,Management and analytics of big data sources in intelligent smart environments: Where we are and where we are going,"This paper proposes an overview on state-of-the-art analysis and future research directions in the context of big data management and analytics in intelligent smart environments, with particular regards to intelligent transportation and logistics systems. We outline relevant work in this scientific area and provide relevant research directions that may represent a milestone for future years.",60020261,Università della Calabria,Cosenza,Italy,"['1706', '1712']",27.5,0.308994708994709,0.5473544973544974,1,0.078125,0.0,0.22413793103448276
147,149,149,DistillHash: Unsupervised deep hashing by distilling data pairs,"Due to storage and search efficiency, hashing has become significantly prevalent for nearest neighbor search. Particularly, deep hashing methods have greatly improved the search performance, typically under supervised scenarios. In contrast, unsupervised deep hashing models can hardly achieve satisfactory performance due to the lack of supervisory similarity signals. To address this problem, in this paper, we propose a new deep unsupervised hashing model, called DistilHash, which can learn a distilled data set, where data pairs have confident similarity signals. Specifically, we investigate the relationship between the initial but noisy similarity signals learned from local structures and the semantic similarity labels assigned by the optimal Bayesian classifier. We show that, under a mild assumption, some data pairs, of which labels are consistent with those assigned by the optimal Bayesian classifier, can be potentially distilled. With this understanding, we design a simple but effective method to distill data pairs automatically and further adopt a Bayesian learning framework to learn hashing functions from the distilled data set. Extensive experimental results on three widely used benchmark datasets demonstrate that our method achieves state-of-the-art search performance.",60114181,Tencent,Shenzhen,China,"['1712', '1707']",22.625,0.10392561983471073,0.4747737111373476,1,0.1380952380952381,0.009523809523809525,0.30392156862745096
